Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,3,2,6978,1148,1362,26
Existing Customer,33,F,1,High School,Single,Less than $40K,Silver,24,5,2,2,12956,0,2492,56
Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,4,7128,1560,1468,44
Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,3,2,2193,1260,1799,47
Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,3,4522,1861,1806,38
Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,4,2157,574,1663,33
Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,2,11927,675,1986,36
Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,4,6036,1409,1741,45
Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096,1567,1559,49
Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,3,1906,1271,1343,37
Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,2,6214,1147,938,35
Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1,3,1512,810,2558,44
Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,3,4,34516,733,3018,60
Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,2,4,6660,1362,2660,51
Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2,3,2234,1865,2115,59
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,4,2,9671,704,2955,66
Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083,1898,1448,30
Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1,2,5456,951,1096,27
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930,0,2067,42
Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,46,3,2,4,4188,1147,1276,25
Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,2,11521,1147,2260,68
Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2,2253,1667,1641,45
Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1,2,30503,2517,1860,47
Existing Customer,49,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,3,2,4596,0,2872,62
Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701,2517,961,32
Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,6,3,3221,0,1765,40
Existing Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,3,3,3022,1142,1184,21
Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,2,4,2699,1609,2141,56
Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,39,3,3,3,2210,1624,1287,37
Existing Customer,56,M,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,3,4,1438.3,0,1446,38
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,4,2041,1687,1555,45
Existing Customer,39,M,1,High School,Married,$120K +,Blue,34,4,2,2,3250,1698,2006,58
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,6,3,4,1643,1101,2152,50
Existing Customer,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,2,2,5645,0,1527,32
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2463,1751,2171,58
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,3,4,1438.3,0,1501,40
Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,48,6,2,2,2897,1601,1337,25
Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,36,4,2,0,5391,0,1971,56
Existing Customer,34,M,3,High School,Married,$120K +,Blue,25,3,2,4,23959,2517,1870,45
Existing Customer,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,2,14918,2028,2171,35
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,2,3590,1924,1472,37
Existing Customer,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2,2297,0,1941,51
Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,53,3,2,4,25058,1710,2053,55
Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418,396,911,26
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,36,6,2,3,1578,760,2017,43
Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2,4,2094,1560,1969,41
Existing Customer,37,F,3,High School,Married,Less than $40K,Blue,19,5,1,3,4138,0,2420,50
Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,36,6,3,3,34516,1047,1378,30
Existing Customer,60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,9592,1968,1821,55
Existing Customer,56,F,4,High School,Single,Less than $40K,Blue,36,3,1,3,8881,2145,2027,49
Existing Customer,41,F,2,Uneducated,Married,Less than $40K,Blue,33,3,3,3,3893,1157,1536,39
Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,3,3,3,6035,1392,1551,32
Existing Customer,26,M,1,High School,Single,$60K - $80K,Blue,15,6,3,3,4327,0,2344,48
Attrited Customer,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516,0,1028,26
Existing Customer,37,M,1,High School,Married,$60K - $80K,Blue,27,6,3,3,10320,1799,1754,45
Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,49,4,2,2,3297,2297,1894,56
Existing Customer,53,M,2,High School,Married,$120K +,Blue,36,5,3,3,3329,1092,1978,33
Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,4,5991,1993,1867,53
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,30,3,1,3,3235,2517,1637,43
Existing Customer,34,M,2,High School,Married,$120K +,Blue,21,3,3,3,6259,1063,1836,50
Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,56,6,3,2,2541,1616,1416,27
Existing Customer,55,M,4,Post-Graduate,Married,$80K - $120K,Blue,43,6,2,4,21351,2517,1887,32
Existing Customer,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311,1655,1266,34
Existing Customer,52,M,2,High School,Single,$60K - $80K,Silver,33,6,1,4,33182,1997,1630,43
Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue,16,4,5,4,1686,1252,1758,42
Attrited Customer,56,M,3,Graduate,Single,$60K - $80K,Blue,36,2,2,3,4742,855,870,24
Existing Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,36,5,1,3,1726,1215,1712,48
Existing Customer,61,M,0,Graduate,Married,$80K - $120K,Blue,56,4,2,4,8420,1389,1114,34
Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,49,4,3,4,3352,1713,1952,50
Existing Customer,43,M,4,Uneducated,Single,$40K - $60K,Blue,39,5,2,2,6648,2242,2089,60
Existing Customer,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397,1001,1888,42
Existing Customer,34,M,2,Uneducated,Married,$40K - $60K,Blue,26,5,1,4,1438.3,708,2243,43
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,46,3,6,4,2240,1601,3795,70
Existing Customer,61,F,1,High School,Married,Less than $40K,Blue,51,3,3,3,1795,794,1834,59
Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,47,3,1,4,5741,1894,2170,51
Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,19,6,3,2,25662,1515,1484,36
Existing Customer,52,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,1,4,22103,1515,1541,29
Existing Customer,36,F,5,High School,Married,Less than $40K,Blue,17,3,1,3,1438.3,0,1975,40
Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,30,5,2,2,12355,0,1044,28
Existing Customer,27,M,0,Graduate,Single,$120K +,Blue,17,6,2,2,8713,1354,2094,36
Existing Customer,43,F,1,Graduate,Married,Less than $40K,Silver,31,5,1,2,11583,631,3320,55
Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,32,4,3,3,1438.3,702,1805,53
Attrited Customer,40,M,3,Uneducated,Married,$80K - $120K,Blue,29,3,2,3,3616,1151,820,21
Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,2,9791,1311,1649,59
Existing Customer,37,F,2,Graduate,Single,Less than $40K,Blue,24,5,2,3,8444,1945,2497,74
Existing Customer,49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,4,2228,1003,2104,44
Attrited Customer,56,M,3,Graduate,Married,$120K +,Blue,36,5,1,1,12211,0,903,29
Existing Customer,62,F,0,High School,Married,Less than $40K,Blue,51,6,3,4,1438.3,0,1445,38
Existing Customer,37,F,3,High School,Married,$40K - $60K,Blue,31,5,3,3,1586,1038,1724,24
Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,37,3,3,3,2247,1045,1300,31
Existing Customer,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789,1584,2688,60
Existing Customer,59,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,3,4241,0,1798,45
Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,36,6,3,3,4112,768,1334,40
Existing Customer,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578,1383,2492,71
Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,2,4008,1636,1395,43
Existing Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438,1129,2331,56
Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692,2446,1288,29
Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,36,4,2,2,4066,1639,3040,56
Existing Customer,55,F,0,Graduate,Married,Less than $40K,Blue,36,6,2,4,3615,1699,1967,40
Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665,1567,2514,64
Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,25,5,3,2,28822,2517,1504,35
Existing Customer,38,M,2,Graduate,Single,$40K - $60K,Blue,24,6,3,2,14632,1158,1399,36
Existing Customer,52,F,2,Graduate,Single,$40K - $60K,Blue,44,6,2,3,3360,1219,1309,30
Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Blue,14,5,3,2,14853,0,1800,41
Existing Customer,38,M,2,Graduate,Married,$60K - $80K,Blue,25,3,3,4,4800,1212,2935,62
Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,36,3,3,4,1438.3,981,1114,33
Existing Customer,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377,1211,1797,44
Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,30,4,5,4,4147,1719,1776,44
Existing Customer,62,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,6,1,4,2644,2207,1194,30
Existing Customer,35,M,2,High School,Single,$40K - $60K,Blue,36,5,3,4,2100,950,2623,74
Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,4,13003,0,1697,40
Existing Customer,37,F,4,Graduate,Married,Less than $40K,Blue,31,5,2,3,1758,1180,2013,41
Existing Customer,46,M,5,Uneducated,Divorced,$60K - $80K,Blue,36,3,1,2,17196,1646,1466,41
Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,46,6,1,3,5877,1697,2494,58
Existing Customer,36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,2,7667,0,1501,35
Existing Customer,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,2773,2080,3567,73
Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,4,3323,2310,1599,47
Existing Customer,37,M,1,High School,Married,$40K - $60K,Blue,28,3,4,2,3601,1236,1802,34
Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,3,2,2,2307,1385,2440,48
Existing Customer,59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,3742,1175,1505,31
Existing Customer,34,M,3,High School,Married,$40K - $60K,Blue,29,6,3,3,2937,869,2171,45
Existing Customer,59,M,0,Graduate,Married,$60K - $80K,Blue,53,6,1,4,12554,2169,1422,30
Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4,4702,0,1673,44
Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,13,3,3,4,14308,1889,1659,39
Existing Customer,41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,3,33405,0,1345,34
Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,2,2700,2220,2901,59
Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,4,2934,2381,3396,64
Existing Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,4,5750,1521,2155,61
Existing Customer,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,2,4,12830,0,2526,54
Existing Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,30,6,2,3,2684,1474,2346,51
Existing Customer,62,M,1,Graduate,Married,$80K - $120K,Blue,49,3,1,2,2437,1400,1651,32
Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827,1397,2491,64
Existing Customer,42,M,4,High School,Single,$120K +,Blue,35,5,2,2,34516,1658,2935,65
Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940,1101,1872,34
Attrited Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162,0,1424,38
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,3,2,4,1963,1357,1861,51
Existing Customer,58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,3,18713,1022,1524,42
Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023,1435,1920,34
Existing Customer,58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103,1798,1468,34
Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,34,3,3,3,10607,2517,1903,40
Existing Customer,35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,34516,1018,2350,55
Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197,2517,3002,58
Existing Customer,63,M,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,2743,1815,1210,25
Existing Customer,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178,1800,4605,86
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,36,5,3,4,11444,1278,2493,44
Existing Customer,29,M,1,High School,Married,$40K - $60K,Blue,36,3,1,3,1438.3,0,2144,41
Existing Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,4,6387,1597,1294,26
Existing Customer,33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,3,3,5657,1792,1914,46
Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,37,5,3,3,2608,1589,2073,47
Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,37,4,5,4,3203,2076,1433,38
Existing Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,3,2472,2457,1392,33
Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,3,2147,1173,1352,37
Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,44,4,1,3,3416,2044,1924,48
Existing Customer,36,M,2,Post-Graduate,Single,$60K - $80K,Blue,30,4,2,4,1606,798,2229,45
Existing Customer,55,M,4,Graduate,Married,$120K +,Blue,36,4,2,2,24336,856,1425,33
Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,3,5030,1327,2523,71
Existing Customer,26,F,0,High School,Single,Less than $40K,Blue,13,6,3,4,3517,1195,2255,48
Existing Customer,48,M,3,High School,Single,$40K - $60K,Blue,36,3,2,3,7400,636,1568,51
Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956,1391,2116,63
Attrited Customer,53,M,2,Graduate,Married,$120K +,Blue,36,1,3,2,12778,507,1133,28
Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,45,3,3,4,1942,1536,1371,38
Existing Customer,32,M,2,Graduate,Divorced,$80K - $120K,Blue,26,5,1,3,29961,789,2337,69
Existing Customer,48,M,4,Uneducated,Married,$60K - $80K,Silver,35,5,3,4,33791,0,1546,41
Existing Customer,48,M,5,High School,Married,$40K - $60K,Silver,34,5,0,2,17657,2018,1682,39
Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479,787,2139,70
Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3,2,1438.3,0,2492,55
Existing Customer,37,M,4,Post-Graduate,Married,$40K - $60K,Blue,27,5,1,4,6859,1766,3045,56
Existing Customer,36,M,3,High School,Divorced,$120K +,Blue,36,3,2,3,3404,1568,2406,65
Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158,1695,1833,27
Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,22,1,2,1,1890,666,1483,36
Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,4,18386,890,1698,43
Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,32,4,2,4,5634,2057,2905,63
Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,2,3,5478,1491,2456,55
Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,20,6,3,4,13046,1177,2601,52
Existing Customer,39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,3,2,8687,1146,2279,33
Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,4,6174,1421,2043,52
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,5,1,2,5655,0,2312,61
Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,3,5397,1784,2056,49
Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,27,4,2,4,3444,2441,2668,51
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,37,4,1,3,2104,1267,1732,35
Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,37,4,1,4,15610,2048,1916,58
Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,53,4,1,3,5462,1864,1523,35
Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,22,5,1,3,2685,1580,1642,36
Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5,1,2,5238,1365,1834,43
Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,22,4,2,4,4561,2029,1874,38
Existing Customer,53,M,2,High School,Married,$120K +,Blue,39,3,2,3,13091,985,1452,37
Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,3,2,2,7087,1060,1712,37
Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,2,34516,2517,1969,46
Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,3,2,4,10266,1390,1720,42
Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,4,6732,0,1644,45
Existing Customer,56,M,2,High School,Married,$120K +,Blue,37,3,1,2,12181,1702,1478,33
Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,27,3,1,2,7056,0,1739,35
Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue,25,6,1,2,14365,0,2290,62
Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473,829,2147,41
Existing Customer,46,M,1,High School,Single,$60K - $80K,Blue,38,5,2,4,23996,2517,1339,29
Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue,33,4,2,4,2998,1789,1825,31
Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,2405,1553,2503,40
Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,3,4,2,21927,1291,1946,37
Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue,36,4,1,2,3906,1851,1839,33
Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029,606,2192,58
Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,30,3,3,4,4934,1504,2747,42
Existing Customer,35,F,2,High School,Single,Less than $40K,Silver,15,5,2,2,13882,1452,2685,71
Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue,24,4,2,2,4116,1223,1657,38
Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue,36,4,1,2,13904,625,3151,67
Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509,1144,1804,38
Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,3,2484,2149,1200,28
Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,36,6,3,4,18102,1381,1486,32
Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4,4532,0,1885,55
Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,28,4,2,2,22399,1431,2390,62
Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,34,6,5,3,4489,2498,2153,58
Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864,1384,1662,32
Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue,25,5,3,3,1935,1033,2498,60
Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,37,5,2,4,6784,891,1900,28
Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127,1880,1859,33
Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,1397,43
Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,31,5,2,2,2417,1929,1773,42
Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,46,6,1,4,2894,2077,1017,25
Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,26,2,1,2,16730,1956,1740,43
Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,21,6,2,3,1672,957,2099,34
Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,8121,1595,1914,45
Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,49,5,1,4,3182,1928,1233,35
Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,6,2,4,5061,0,1309,38
Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,28,5,3,3,6224,1898,3014,58
Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,33,4,3,2,3477,1875,1897,50
Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,24,5,2,2,3242,2076,1841,46
Existing Customer,47,M,1,High School,Married,$120K +,Blue,41,3,1,4,27858,1314,1772,53
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,20,6,2,3,1438.3,495,2546,40
Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue,22,4,2,3,6361,694,1499,31
Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,21,6,6,2,2490,0,1645,30
Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,5,6,4,14057,1655,2073,60
Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766,1278,2423,74
Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver,33,4,1,3,21308,564,1322,38
Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,36,5,2,4,4516,2252,1819,24
Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1764,1540,2094,47
Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1,3,3,1493,932,1554,43
